zip_code,latitude,longitude
62292,38.21299,-89.68261
62293,38.61838,-89.69748
62294,38.70374,-89.87242
62295,38.27126,-90.30895
62297,38.04938,-89.81239
62298,38.30906,-90.15132
62301,39.93139,-91.38741
62305,39.92915,-91.34441
62311,40.22195,-90.9212
62312,39.71035,-91.02518
62313,40.31782,-91.2251
62314,39.76967,-90.89204
62316,40.23341,-91.05495
62319,40.15293,-90.72997
62320,40.02343,-91.08295
62321,40.40948,-91.10606
62323,39.81306,-90.68607
62324,39.9901,-90.96302
62325,40.05307,-91.16564
62326,40.42248,-90.81501
62330,40.57217,-91.12187
62334,40.39598,-91.24912
62336,40.46759,-91.17333
62338,39.99309,-91.23889
62339,40.12898,-91.04196
62340,39.7228,-90.72588
62341,40.42566,-91.30555
62343,39.70275,-91.2418
62344,40.1799,-90.82497
62345,39.70655,-91.12758
62346,40.14367,-90.93418
62347,39.86648,-91.08905
62348,40.18836,-91.37126
62349,40.16958,-91.19986
62351,40.11374,-91.26751
62352,39.56818,-90.65455
62353,39.97277,-90.75735
62354,40.52087,-91.33305
62355,39.40963,-90.77936
62356,39.60092,-91.08508
62357,39.68671,-90.86374
62358,40.58527,-91.26113
62359,40.03239,-91.20851
62360,39.81731,-91.26143
62361,39.48734,-90.64191
62362,39.77618,-90.76429
62363,39.59163,-90.7784
62365,39.79559,-91.16018
62366,39.46253,-90.89402
62367,40.30325,-90.86687
62370,39.51818,-90.99881
62373,40.23643,-91.35863
62374,40.40765,-90.91052
62375,39.99782,-90.87176
62376,40.1148,-91.40662
62378,39.89602,-90.63652
62379,40.26867,-91.4061
62380,40.24249,-91.19174
62401,39.11843,-88.56467
62410,38.53254,-87.72783
62411,39.06865,-88.72936
62413,39.14081,-87.84012
62414,39.17277,-88.82611
62417,38.70304,-87.76779
62418,39.02009,-88.97463
62419,38.62201,-87.98425
62420,39.29065,-88.0005
62421,38.75219,-87.94345
62422,39.23327,-88.88855
62423,39.46208,-87.5819
62424,38.98784,-88.42124
62425,38.83363,-88.10383
62426,38.8999,-88.66639
62427,38.87301,-87.65891
62428,39.26396,-88.1302
62431,39.22981,-88.99382
62432,39.13353,-88.14176
62433,39.11276,-87.70514
62434,38.84217,-88.3253
62436,39.18247,-88.25613
62438,39.32553,-88.87005
62439,38.74668,-87.63754
62440,39.39433,-88.26325
62441,39.39392,-87.69795
62442,39.31269,-87.85602
62443,38.95397,-88.62902
62444,39.27853,-88.73474
62445,39.16687,-88.32322
62446,38.49115,-88.21478
62447,39.31303,-88.44456
62448,38.96741,-88.17988
62449,39.00419,-87.91069
62450,38.71436,-88.08777
62451,38.99394,-87.6066
62452,38.58715,-88.01774
62454,38.99725,-87.75767
62458,39.02531,-88.85441
62459,38.92997,-88.0278
62460,38.60661,-87.69639
62461,39.20067,-88.6759
62462,39.23291,-88.47066
62463,39.27519,-88.59683
62464,38.99793,-87.82385
62465,39.34614,-88.63827
62466,38.72707,-87.84957
62467,39.12809,-88.43543
62468,39.27779,-88.27155
62469,39.34843,-88.33911
62471,38.95859,-89.13257
62473,39.01986,-88.56556
62474,39.43526,-87.99462
62475,38.88441,-88.04645
62476,38.53412,-88.00509
62477,39.23369,-87.66024
62478,39.17874,-87.74367
62479,39.03731,-88.31239
62480,38.99864,-88.00129
62481,39.12657,-88.02293
62501,39.92973,-88.80528
62510,39.5315,-89.02706
62512,40.14601,-89.20312
62513,39.72341,-89.15296
62514,39.76753,-89.04508
62515,39.8561,-89.36622
62517,39.59365,-89.43285
62518,40.05154,-89.19037
62519,39.92879,-89.3953
62520,39.82185,-89.45904
62521,39.81435,-88.93086
62522,39.83008,-89.04743
62523,39.84372,-88.95289
62526,39.90322,-88.9902
62530,39.56206,-89.65626
62531,39.66754,-89.37395
62532,39.77633,-88.97781
62533,39.44483,-89.626
62534,39.53519,-88.79603
62535,39.92549,-88.96604
62536,39.63022,-89.65023
62537,39.85263,-89.09324
62538,39.35631,-89.52051
62539,39.86681,-89.24914
62540,39.58496,-89.41938
62541,39.95657,-89.37085
62543,39.97084,-89.1518
62544,39.70854,-88.97375
62545,39.7661,-89.38737
62546,39.43042,-89.44281
62547,39.76883,-89.24929
62548,39.97849,-89.27988
62549,39.76985,-88.8657
62550,39.61154,-88.99283
62551,39.85357,-89.15631
62553,39.27182,-89.10509
62554,39.94976,-88.87107
62555,39.46755,-89.21982
62556,39.46674,-89.37049
62557,39.39974,-89.10503
62558,39.58967,-89.54239
62560,39.3005,-89.60377
62561,39.86754,-89.50498
62563,39.71675,-89.50017
62565,39.41334,-88.8026
62567,39.64668,-89.19082
62568,39.55974,-89.29016
62570,39.58023,-89.45107
62571,39.38155,-88.95998
62572,39.35908,-89.69778
62573,39.94551,-89.07264
62601,39.75032,-90.03904
62610,39.5526,-90.42708
62611,39.88493,-90.39984
62612,39.89864,-90.0683
62613,39.99009,-89.67036
62615,39.58568,-89.75406
62617,40.14948,-90.18109
62618,40.00534,-90.39542
62621,39.73174,-90.5309
62622,39.97786,-90.34302
62624,40.14993,-90.34478
62625,39.90424,-89.70185
62626,39.28459,-89.88362
62627,40.05425,-90.12887
62628,39.7794,-90.40199
62629,39.67858,-89.71978
62630,39.26255,-90.08315
62631,39.82531,-90.36122
62633,40.22577,-89.8763
62634,40.0166,-89.45107
62635,40.29653,-89.46573
62638,39.60714,-90.08226
62639,40.0435,-90.48753
62640,39.43183,-89.80746
62642,40.09022,-89.71303
62643,40.24154,-89.45774
62644,40.28553,-90.06022
62649,39.36451,-90.0664
62650,39.73799,-90.22027
62655,40.16523,-89.99515
62656,40.13948,-89.36622
62661,39.66513,-89.84057
62663,39.54106,-90.32748
62664,40.21106,-89.72629
62665,39.81627,-90.53462
62666,40.08384,-89.54364
62667,39.49372,-89.99016
62668,39.57474,-90.23667
62670,39.74431,-89.89601
62671,40.16707,-89.55755
62672,39.39802,-89.80444
62673,40.09586,-89.9674
62674,39.43486,-90.02952
62675,40.02109,-89.86146
62677,39.85168,-89.87694
62681,40.13841,-90.55885
62682,40.29487,-89.63541
62684,39.91019,-89.58474
62685,39.14209,-89.99689
62688,39.945,-89.92415
62689,39.53402,-89.76555
62690,39.50572,-89.76662
62691,39.95731,-90.22246
62692,39.5832,-89.93936
62693,39.95761,-89.52041
62694,39.62463,-90.47274
62695,39.61943,-90.22418
62701,39.80063,-89.64902
62702,39.82377,-89.64286
62703,39.76276,-89.63106
62704,39.77358,-89.68503
62706,39.79789,-89.6554
62707,39.85506,-89.64989
62711,39.76662,-89.73195
62712,39.74883,-89.58344
62801,38.51097,-89.1412
62803,38.45461,-89.29822
62806,38.38405,-88.07492
62807,38.74767,-88.93412
62808,38.30328,-89.1884
62809,38.28023,-88.33756
62810,38.20515,-88.74388
62811,38.38739,-87.90361
62812,38.00487,-88.92249
62814,38.37641,-88.73054
62815,38.45707,-87.98698
62816,38.18156,-88.92473
62817,37.9545,-88.47762
62818,38.37772,-87.96749
62819,37.97507,-89.00283
62820,38.24873,-88.23561
62821,38.07301,-88.13357
62822,37.97473,-89.05358
62823,38.51864,-88.43816
62824,38.67076,-88.34686
62825,37.99832,-89.06474
62827,38.16573,-88.04157
62828,38.19536,-88.60864
62829,37.99956,-88.49061
62830,38.44559,-88.96424
62831,38.23042,-89.22167
62832,38.01001,-89.24969
62833,38.34071,-88.16355
62835,38.10573,-88.32406
62836,38.0973,-88.80568
62837,38.36608,-88.35999
62838,38.86855,-88.74889
62839,38.66403,-88.49689
62841,37.8588,-88.99639
62842,38.47038,-88.38007
62843,38.3828,-88.19893
62844,38.25525,-88.05018
62846,38.15042,-88.85485
62848,38.43794,-89.16665
62849,38.58803,-88.77221
62850,38.49552,-88.58841
62851,38.42185,-88.66237
62852,38.34992,-87.86676
62853,38.51734,-88.91571
62854,38.76458,-88.81172
62856,37.95246,-88.83549
62858,38.81271,-88.49353
62859,38.07094,-88.54289
62860,38.04022,-88.72921
62861,38.03543,-88.04569
62862,38.2166,-88.29685
62863,38.41575,-87.85526
62864,38.33041,-88.90272
62865,37.97528,-89.08351
62867,37.90503,-88.10091
62868,38.68073,-88.22939
62869,37.96608,-88.28336
62870,38.63463,-89.05063
62871,37.8757,-88.26499
62872,38.26776,-88.8032
62874,37.91767,-88.97802
62875,38.75789,-89.12482
62876,38.27713,-89.19487
62877,38.38983,-89.2057
62878,38.57718,-88.49378
62879,38.7651,-88.35907
62880,38.86751,-88.88593
62881,38.63544,-88.9288
62882,38.63474,-89.1197
62883,38.162,-89.11192
62884,38.08482,-89.04196
62885,38.86289,-89.06286
62886,38.37486,-88.53572
62887,38.18478,-88.36871
62888,38.12665,-89.22828
62889,38.46011,-88.82893
62890,37.90574,-88.73944
62891,38.01569,-89.04067
62892,38.80623,-89.0771
62893,38.46776,-89.03087
62894,38.20952,-89.03931
62895,38.30364,-88.54702
62896,37.89287,-88.91183
62897,38.09763,-88.91504
62898,38.35041,-89.06209
62899,38.63032,-88.64367
62901,37.74003,-89.20946
62902,37.67199,-89.11509
62903,37.67162,-89.27568
62905,37.57381,-89.35867
62906,37.45746,-89.18899
62907,37.86503,-89.50009
62908,37.30827,-88.86603
62910,37.1562,-88.53075
62912,37.47598,-89.0388
62914,37.04076,-89.20329
62915,37.78413,-89.12238
62916,37.93722,-89.56947
62917,37.69752,-88.64882
62918,37.78561,-89.08641
62919,37.52057,-88.14653
62920,37.55095,-89.23208
62921,37.80217,-89.08215
62922,37.6215,-88.81531
62923,37.33709,-89.03671
62924,37.82112,-89.20448
62926,37.3692,-89.13589
62927,37.94129,-89.24837
62928,37.47959,-88.5668
62930,37.84379,-88.44139
62931,37.52813,-88.27953
62932,37.89878,-89.21048
62933,37.77363,-89.02003
62934,37.70876,-88.36175
62935,37.84281,-88.63194
62938,37.38249,-88.54676
62939,37.5489,-88.98088
62940,37.7292,-89.46279
62941,37.24142,-88.97186
62942,37.6348,-89.47681
62943,37.35586,-88.74669
62946,37.7028,-88.52887
62947,37.55676,-88.4348
62948,37.8204,-89.02542
62949,37.8278,-89.14409
62950,37.75184,-89.55573
62951,37.82637,-88.92609
62952,37.42065,-89.33187
62953,37.20684,-88.84533
62954,37.69462,-88.27428
62956,37.27805,-88.93127
62957,37.31355,-89.42669
62958,37.60389,-89.14917
62959,37.71442,-88.91463
62960,37.22515,-88.71097
62961,37.34063,-89.25378
62962,37.07431,-89.33537
62963,37.0933,-89.16263
62964,37.12705,-89.21526
62965,37.76753,-88.5177
62966,37.7693,-89.35198
62967,37.58092,-88.75089
62969,37.15181,-89.34674
62970,37.21362,-89.10119
62972,37.5419,-88.8162
62974,37.78158,-88.79094
62975,37.64307,-89.37274
62976,37.21954,-89.2095
62977,37.85179,-88.54384
62979,37.80813,-88.2365
62982,37.42808,-88.35967
62983,37.90208,-89.10883
62984,37.73152,-88.14903
62985,37.46768,-88.68933
62987,37.61114,-88.65695
62988,37.23184,-89.29629
62990,37.22924,-89.40493
62992,37.27855,-89.1556
62994,37.90593,-89.34664
62995,37.41945,-88.88244
62996,37.16624,-89.15984
62997,37.98357,-89.59013
62998,37.51649,-89.44698
62999,37.89122,-89.05275
